"name","party","constituency","email","photo","link"
"Frederick Blake Jr.","N/A","https://www.electionsnwt.ca/en/files/2019-mackenzie-delta-electoral-district-map","Frederick_blake@ntassembly.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/fred_blake_03.jpg?itok=tzKhipbj","https://www.ntassembly.ca/meet-members/mla/frederick-blake-jr"
"Frederick Blake Jr.","N/A","https://www.electionsnwt.ca/en/files/2019-mackenzie-delta-electoral-district-map","Frederick_blake@ntassembly.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/fred_blake_03.jpg?itok=tzKhipbj","https://www.ntassembly.ca/meet-members/mla/frederick-blake-jr"
"Jackson Lafferty","N/A","https://www.electionsnwt.ca/en/files/2019-monfwi-electoral-district-map","Jackson_lafferty@ntassembly.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/jackson_lafferty_04.jpg?itok=wLu8MrQ_","https://www.ntassembly.ca/meet-members/mla/jackson-lafferty"
"Jackson Lafferty","N/A","https://www.electionsnwt.ca/en/files/2019-monfwi-electoral-district-map","Jackson_lafferty@ntassembly.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/jackson_lafferty_04.jpg?itok=wLu8MrQ_","https://www.ntassembly.ca/meet-members/mla/jackson-lafferty"
"Shane Thompson","N/A","Shane_thompson@ntassembly.ca","Shane_thompson@gov.nt.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/shane_thompson_05_1.jpg?itok=5i_jJrVe","https://www.ntassembly.ca/meet-members/mla/shane-thompson"
"Shane Thompson","N/A","Shane_thompson@ntassembly.ca","Shane_thompson@gov.nt.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/shane_thompson_05_1.jpg?itok=5i_jJrVe","https://www.ntassembly.ca/meet-members/mla/shane-thompson"
"Jackie Jacobson","N/A","https://www.electionsnwt.ca/en/files/2019-nunakput-electoral-district-map","Jackie_jacobson@ntassembly.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/jackie_jacobson_05.jpg?itok=fKtHycPM","https://www.ntassembly.ca/meet-members/mla/jackie-jacobson"
"Jackie Jacobson","N/A","https://www.electionsnwt.ca/en/files/2019-nunakput-electoral-district-map","Jackie_jacobson@ntassembly.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/jackie_jacobson_05.jpg?itok=fKtHycPM","https://www.ntassembly.ca/meet-members/mla/jackie-jacobson"
"Caroline Cochrane","N/A","Caroline_cochrane@ntassembly.ca","Caroline_cochrane@gov.nt.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/caroline_cochrane_01.jpg?itok=nNg8r7P0","https://www.ntassembly.ca/meet-members/mla/caroline-cochrane"
"Caroline Cochrane","N/A","Caroline_cochrane@ntassembly.ca","Caroline_cochrane@gov.nt.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/caroline_cochrane_01.jpg?itok=nNg8r7P0","https://www.ntassembly.ca/meet-members/mla/caroline-cochrane"
"Paulie Chinna","N/A","aulie_chinna@gov.nt.ca","P","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/paulie_chinna_06.jpg?itok=zGZZpLlv","https://www.ntassembly.ca/meet-members/mla/paulie-chinna"
"Paulie Chinna","N/A","aulie_chinna@gov.nt.ca","P","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/paulie_chinna_06.jpg?itok=zGZZpLlv","https://www.ntassembly.ca/meet-members/mla/paulie-chinna"
"Frieda Martselos","N/A","https://www.electionsnwt.ca/en/files/2019-thebacha-electoral-district-map","Frieda_martselos@ntassembly.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/frieda_martselos_05.jpg?itok=u3c2bhD2","https://www.ntassembly.ca/meet-members/mla/frieda-martselos"
"Frieda Martselos","N/A","https://www.electionsnwt.ca/en/files/2019-thebacha-electoral-district-map","Frieda_martselos@ntassembly.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/frieda_martselos_05.jpg?itok=u3c2bhD2","https://www.ntassembly.ca/meet-members/mla/frieda-martselos"
"Steve Norn","N/A","https://www.electionsnwt.ca/en/files/2019-tu-nedhe-wiilideh-electoral-district-map","Steve_norn@ntassembly.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/steve_norn_02.jpg?itok=Glw2BxXc","https://www.ntassembly.ca/meet-members/mla/steve-norn"
"Steve Norn","N/A","https://www.electionsnwt.ca/en/files/2019-tu-nedhe-wiilideh-electoral-district-map","Steve_norn@ntassembly.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/steve_norn_02.jpg?itok=Glw2BxXc","https://www.ntassembly.ca/meet-members/mla/steve-norn"
"Julie Green","N/A","Julie_green@gov.nt.ca","Julie_green@ntassembly.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/julie_green_06.jpg?itok=w5DqVNzZ","https://www.ntassembly.ca/meet-members/mla/julie-green"
"Julie Green","N/A","Julie_green@gov.nt.ca","Julie_green@ntassembly.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/julie_green_06.jpg?itok=w5DqVNzZ","https://www.ntassembly.ca/meet-members/mla/julie-green"
"Rylund Johnson","N/A","https://www.electionsnwt.ca/en/files/2019-yellowknife-north-rural-electo...","Rylund_johnson@ntassembly.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/ryland_johnson_06.jpg?itok=OjIgRQ5W","https://www.ntassembly.ca/meet-members/mla/rylund-johnson"
"Rylund Johnson","N/A","https://www.electionsnwt.ca/en/files/2019-yellowknife-north-rural-electo...","Rylund_johnson@ntassembly.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/ryland_johnson_06.jpg?itok=OjIgRQ5W","https://www.ntassembly.ca/meet-members/mla/rylund-johnson"
"Caroline Wawzonek","N/A","Caroline_wawzonek@ntassembly.ca","Caroline_wawzonek@gov.nt.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/caroline_wawzonek_04.jpg?itok=zvwP0Mln","https://www.ntassembly.ca/meet-members/mla/caroline-wawzonek"
"Caroline Wawzonek","N/A","Caroline_wawzonek@ntassembly.ca","Caroline_wawzonek@gov.nt.ca","https://www.ntassembly.ca/sites/assembly/files/styles/member/public/caroline_wawzonek_04.jpg?itok=zvwP0Mln","https://www.ntassembly.ca/meet-members/mla/caroline-wawzonek"
